Date,GeoID,County,Area,Percentage_in_Poverty,Poverty_Category_Code,Number_of_Cases,Population_Size,Percent,Percent_Category
2.02E+07,3.51E+10,Santa Fe,Pueblos Plus,0.17,3,26,"1,475",0.0176,4
2.02E+07,3.50E+10,Bernalillo,Comanche Juan Tabo,0.23,4,63,"3,601",0.0175,4
2.02E+07,3.51E+10,Torrance,N/A,0.23,4,53,"3,047",0.0174,4
2.02E+07,3.50E+10,Bernalillo,Montano Coors,0.05,1,90,"5,201",0.0173,4
2.02E+07,3.50E+10,Bernalillo,Montgomery Moon,0.26,4,47,"2,737",0.0172,4
2.02E+07,3.50E+10,Bernalillo,Paseo Ventura,0.04,1,73,"4,244",0.0172,4
2.02E+07,3.50E+10,San Juan,Farmington West/Kirtland/La Plata,0.23,4,38,"2,204",0.0172,4
2.02E+07,3.50E+10,Bernalillo,Alameda Edith,0.13,3,97,"5,669",0.0171,4
2.02E+07,3.50E+10,Lea,N/A,0.16,3,41,"2,403",0.0171,4
2.02E+07,3.50E+10,Quay/DeBaca/Harding,N/A,0.11,3,47,"2,749",0.0171,4
2.02E+07,3.51E+10,Sierra/Catron,N/A,0.28,4,54,"3,167",0.0171,4
2.02E+07,3.50E+10,Bernalillo,Paseo Louisiana,0.11,3,97,"5,704",0.017,4
2.02E+07,3.50E+10,Santa Fe,Agua Fria Village,0.12,3,56,"3,289",0.017,4
2.02E+07,3.50E+10,Quay/DeBaca/Harding,N/A,0.27,4,46,"2,716",0.0169,4
2.02E+07,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.13,3,62,"3,673",0.0169,4
2.02E+07,3.50E+10,Santa Fe,Bellamah/Stamm,0.07,2,27,"1,617",0.0167,4
2.02E+07,3.51E+10,Valencia,SE,0.13,3,108,"6,452",0.0167,4
2.02E+07,3.51E+10,Valencia,Los Lunas,0.12,3,55,"3,286",0.0167,4
2.02E+07,3.50E+10,San Juan,Farmington North,0.15,3,85,"5,128",0.0166,4
2.02E+07,3.51E+10,Valencia,West and Belen,0.23,4,83,"4,991",0.0166,4
2.02E+07,3.50E+10,Bernalillo,Irving Unser,0.1,2,64,"3,868",0.0165,4
2.02E+07,3.50E+10,Bernalillo,Lomas Broadway,0.24,4,17,"1,039",0.0164,4
2.02E+07,3.50E+10,Bernalillo,Lomas San Mateo,0.26,4,76,"4,734",0.0161,4
2.02E+07,3.50E+10,Rio Arriba,Espanola and Pueblos,0.28,4,99,"6,162",0.0161,4
2.02E+07,3.51E+10,Colfax/Union,N/A,0.14,3,67,"4,163",0.0161,4
2.02E+07,3.50E+10,Bernalillo,Comanche Juan Tabo,0.07,2,43,"2,694",0.016,4
2.02E+07,3.51E+10,Sierra,N/A,0.35,5,51,"3,180",0.016,4
2.02E+07,3.50E+10,Bernalillo,Gibson University,0.27,4,51,"3,210",0.0159,4
2.02E+07,3.50E+10,Bernalillo,Comanche Carlysle,0.11,3,52,"3,314",0.0157,4
2.02E+07,3.50E+10,Rio Arriba,Espanola and Pueblos,0.37,5,57,"3,627",0.0157,4
2.02E+07,3.50E+10,Bernalillo,Paseo Ventura,0.03,1,115,"7,389",0.0156,4
2.02E+07,3.50E+10,San Juan,North/Aztec,0.16,3,95,"6,107",0.0156,4
2.02E+07,3.50E+10,Bernalillo,Indian School Pennsylvania,0.11,3,79,"5,104",0.0155,4
2.02E+07,3.50E+10,Bernalillo,Del Norte,0.03,1,115,"7,416",0.0155,4
2.02E+07,3.50E+10,Otero,Alamogordo N.E.,0.23,4,38,"2,471",0.0154,4
2.02E+07,3.50E+10,Sandoval,N/A,0.26,4,31,"2,039",0.0152,4
2.02E+07,3.50E+10,Bernalillo,East Gateway,0.07,2,91,"6,041",0.0151,4
2.02E+07,3.50E+10,Grant,Silver City,0.17,3,82,"5,481",0.015,4
2.02E+07,3.50E+10,Bernalillo,Comanche Juan Tabo,0.2,3,48,"3,239",0.0148,4
2.02E+07,3.50E+10,Bernalillo,Lomas Broadway,0.18,3,49,"3,304",0.0148,4
2.02E+07,3.50E+10,Bernalillo,Montgomery Moon,0.11,3,80,"5,415",0.0148,4
2.02E+07,3.50E+10,Bernalillo,Irving Unser,0.07,2,54,"3,654",0.0148,4
2.02E+07,3.50E+10,Bernalillo,Montano Coors,0.16,3,37,"2,526",0.0146,4
2.02E+07,3.50E+10,Sandoval,Rio Rancho West,0.15,3,162,"11,130",0.0146,4
2.02E+07,3.50E+10,Bernalillo,Indian School Juan Tabo,0.16,3,68,"4,744",0.0143,4
2.02E+07,3.50E+10,Santa Fe,East Foothills + Eldorado,0.12,3,35,"2,447",0.0143,4
2.02E+07,3.50E+10,Bernalillo,Montgomery Louisiana,0.12,3,41,"2,887",0.0142,4
2.02E+07,3.50E+10,Bernalillo,Montgomery Moon,0.1,2,35,"2,472",0.0142,4
2.02E+07,3.50E+10,Bernalillo,Alameda Coors,0.17,3,111,"7,831",0.0142,4
2.02E+07,3.50E+10,Bernalillo,Del Norte,0.04,1,46,"3,245",0.0142,4
2.02E+07,3.50E+10,Bernalillo,Indian School Pennsylvania,0.13,3,57,"4,046",0.0141,4
2.02E+07,3.50E+10,Sandoval,"Rio Rancho Blvd, No.",0.1,3,99,"7,027",0.0141,4
2.02E+07,3.50E+10,Bernalillo,Comanche Juan Tabo,0.08,2,36,"2,568",0.014,4
2.02E+07,3.50E+10,San Juan,Farmington North,0.08,2,60,"4,272",0.014,4
2.02E+07,3.50E+10,Bernalillo,Irving Unser,0.09,2,133,"9,539",0.0139,4
2.02E+07,3.51E+10,Valencia,NE,0.17,3,91,"6,537",0.0139,4
2.02E+07,3.50E+10,Bernalillo,Indian School Juan Tabo,0.23,4,46,"3,334",0.0138,4
2.02E+07,3.50E+10,Bernalillo,Irving Unser,0.04,1,71,"5,147",0.0138,4
2.02E+07,3.50E+10,Rio Arriba,Espanola and Pueblos,0.31,5,46,"3,343",0.0138,4
2.02E+07,3.51E+10,Valencia,NE,0.1,3,52,"3,789",0.0137,4
2.02E+07,3.50E+10,Lincoln,N/A,0.18,3,38,"2,801",0.0136,4
2.02E+07,3.51E+10,Taos,Downtown and High Road,0.25,4,26,"1,913",0.0136,4
2.02E+07,3.50E+10,Otero,Alamogordo N.E.,0.09,2,45,"3,329",0.0135,4
2.02E+07,3.50E+10,Bernalillo,Indian School Juan Tabo,0.26,4,44,"3,278",0.0134,4
2.02E+07,3.50E+10,Mckinley,SW,0.36,5,65,"4,849",0.0134,4
2.02E+07,3.50E+10,Santa Fe,South,0.1,2,18,"1,345",0.0134,4
2.02E+07,3.50E+10,Bernalillo,Montgomery Moon,0.16,3,31,"2,334",0.0133,4
2.02E+07,3.50E+10,Quay/DeBaca/Harding,N/A,0.17,3,24,"1,805",0.0133,4
2.02E+07,3.50E+10,Bernalillo,Gibson University,0.31,5,34,"2,571",0.0132,4
2.02E+07,3.50E+10,Bernalillo,Academy Tramway,0.05,1,24,"1,819",0.0132,4
2.02E+07,3.50E+10,Sandoval,Rio Rancho So.,0.14,3,75,"5,670",0.0132,4
2.02E+07,3.50E+10,Bernalillo,Del Norte,0.16,3,68,"5,183",0.0131,4
2.02E+07,3.50E+10,Hidalgo County/Grant County,N/A,0.21,4,25,"1,909",0.0131,4
2.02E+07,3.50E+10,San Miguel,Las Vegas,0.35,5,56,"4,281",0.0131,4
2.02E+07,3.50E+10,Sandoval,Rio Rancho West,0.14,3,63,"4,845",0.013,4
2.02E+07,3.50E+10,Bernalillo,Candelaria Second,0.19,3,64,"4,951",0.0129,4
2.02E+07,3.50E+10,Sandoval,Rio Rancho So.,0.1,2,83,"6,449",0.0129,4
2.02E+07,3.50E+10,Bernalillo,Lomas San Mateo,0.13,3,56,"4,430",0.0126,4
2.02E+07,3.50E+10,San Juan,North/Aztec,0.11,3,51,"4,074",0.0125,4
2.02E+07,3.50E+10,Bernalillo,Lomas Girard,0.12,3,13,"1,052",0.0124,4
2.02E+07,3.50E+10,Sandoval,Rio Rancho West,0.18,3,74,"5,968",0.0124,4
2.02E+07,3.50E+10,Hidalgo/Grant,N/A,0.23,4,35,"2,845",0.0123,4
2.02E+07,3.50E+10,San Juan,South,0.09,2,24,"1,973",0.0122,4
2.02E+07,3.50E+10,San Miguel,N/A,0.33,5,28,"2,290",0.0122,4
2.02E+07,3.50E+10,Bernalillo,Lomas Girard,0.46,6,35,"2,897",0.0121,4
2.02E+07,3.50E+10,Sandoval,"Rio Rancho Blvd, No.",0.06,2,111,"9,312",0.0119,4
2.02E+07,3.50E+10,Sandoval,"Rio Rancho Blvd, So.",0.13,3,46,"3,867",0.0119,4
2.02E+07,3.50E+10,Bernalillo,Paseo Louisiana,0.11,3,55,"4,719",0.0117,4
2.02E+07,3.50E+10,Bernalillo,East Gateway,0.17,3,52,"4,491",0.0116,4
2.02E+07,3.50E+10,Bernalillo,East Gateway,0.1,3,24,"2,095",0.0115,4
2.02E+07,3.50E+10,Bernalillo,Lomas Girard,0.18,3,69,"6,006",0.0115,4
2.02E+07,3.50E+10,Quay/DeBaca/Harding,N/A,0.18,3,8,698,0.0115,4
2.02E+07,3.50E+10,Sandoval,"Rio Rancho Blvd, So.",0.16,3,59,"5,133",0.0115,4
2.02E+07,3.50E+10,Bernalillo,Del Norte,0.08,2,43,"3,776",0.0114,4
2.02E+07,3.50E+10,McKinley,N/A,0.13,3,12,"1,049",0.0114,4
2.02E+07,3.50E+10,Bernalillo,Comanche Juan Tabo,0.05,1,32,"2,823",0.0113,4
2.02E+07,3.50E+10,Bernalillo,Montano Rio Grande,0.12,3,33,"2,913",0.0113,4
2.02E+07,3.50E+10,Bernalillo,Montano Rio Grande,0.09,2,59,"5,244",0.0113,4
2.02E+07,3.50E+10,Mckinley,SW,0.54,6,16,"1,414",0.0113,4
2.02E+07,3.50E+10,Otero,Alamogordo S.W.,0.44,6,19,"1,682",0.0113,4
2.02E+07,3.50E+10,Bernalillo,Lomas San Mateo,0.13,3,58,"5,186",0.0112,4
2.02E+07,3.50E+10,Otero,N/A,0.11,3,69,"6,182",0.0112,4
2.02E+07,3.50E+10,Bernalillo,Indian School Juan Tabo,0.13,3,32,"2,900",0.011,4
2.02E+07,3.50E+10,Bernalillo,Lomas San Mateo,0.12,3,38,"3,450",0.011,4
2.02E+07,3.50E+10,Bernalillo,Paseo Ventura,0.02,1,54,"4,925",0.011,4
2.02E+07,3.50E+10,San Juan,North/Aztec,0.16,3,14,"1,274",0.011,4
2.02E+07,3.50E+10,Santa Fe,Pueblos Plus,0.21,4,55,"5,014",0.011,4
2.02E+07,3.51E+10,Valencia,West and Belen,0.17,3,29,"2,633",0.011,4
2.02E+07,3.50E+10,Bernalillo,Indian School Juan Tabo,0.05,2,32,"2,938",0.0109,4
2.02E+07,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.07,2,23,"2,110",0.0109,4
2.02E+07,3.50E+10,Santa Fe,Airport Road,0.06,2,19,"1,746",0.0109,4
2.02E+07,3.50E+10,Bernalillo,Montano Rio Grande,0.18,3,45,"4,161",0.0108,4
2.02E+07,3.50E+10,Hidalgo/Grant,N/A,0.11,3,18,"1,677",0.0107,4
2.02E+07,3.50E+10,Sandoval,Rio Rancho So.,0.14,3,45,"4,216",0.0107,4
2.02E+07,3.50E+10,Santa Fe,Bellamah/Stamm,0.11,3,27,"2,528",0.0107,4
2.02E+07,3.50E+10,Santa Fe,East Foothills + Eldorado,0.09,2,31,"2,885",0.0107,4
2.02E+07,3.50E+10,Bernalillo,Paseo Louisiana,0.08,2,35,"3,330",0.0105,4
2.02E+07,3.50E+10,Bernalillo,Alameda Coors,0.16,3,22,"2,090",0.0105,4
2.02E+07,3.50E+10,Grant,Silver City,0.26,4,68,"6,454",0.0105,4
2.02E+07,3.50E+10,San Juan,Northeast/Bloomfield,0.34,5,33,"3,153",0.0105,4
2.02E+07,3.50E+10,Otero,Alamogordo N.E.,0.08,2,36,"3,466",0.0104,4
2.02E+07,3.51E+10,Socorro,N/A,0.32,5,36,"3,459",0.0104,4
2.02E+07,3.50E+10,Rio Arriba,Espanola and Pueblos,0.2,3,45,"4,360",0.0103,4
2.02E+07,3.51E+10,Torrance,N/A,0.23,4,41,"3,970",0.0103,4
2.02E+07,3.50E+10,Military Bases,N/A,0.04,1,42,"4,125",0.0102,4
2.02E+07,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.15,3,22,"2,163",0.0102,4
2.02E+07,3.50E+10,Bernalillo,East Gateway,0.04,1,43,"4,255",0.0101,4
2.02E+07,3.50E+10,Santa Fe,Bellamah/Stamm,0.08,2,27,"2,668",0.0101,4
2.02E+07,3.50E+10,Otero,Alamogordo N.E.,0.16,3,39,"3,895",0.01,4
2.02E+07,3.50E+10,San Miguel,Pecos/Villanueva,0.19,3,62,"6,219",0.01,4
2.02E+07,3.50E+10,Grant,Silver City,0.36,5,40,"4,046",0.0099,4
2.02E+07,3.50E+10,Otero,Alamogordo S.W.,0.23,4,51,"5,265",0.0097,4
2.02E+07,3.50E+10,San Juan,North/Aztec,0.22,4,42,"4,412",0.0095,4
2.02E+07,3.50E+10,Santa Fe,Pueblos Plus,0.04,1,21,"2,205",0.0095,4
2.02E+07,3.51E+10,Socorro,N/A,0.22,4,40,"4,194",0.0095,4
2.02E+07,3.50E+10,Dona Ana,University District,0.64,6,41,"4,369",0.0094,4
2.02E+07,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.16,3,14,"1,482",0.0094,4
2.02E+07,3.50E+10,Bernalillo,Montgomery Louisiana,0.08,2,17,"1,823",0.0093,4
2.02E+07,3.50E+10,Bernalillo,Academy Tramway,0.04,1,26,"2,809",0.0093,4
2.02E+07,3.50E+10,Bernalillo,East Mountain,0.1,3,42,"4,539",0.0093,4
2.02E+07,3.50E+10,Otero,Alamogordo N.E.,0.14,3,48,"5,135",0.0093,4
2.02E+07,3.51E+10,Taos,Northwest,0.12,3,59,"6,350",0.0093,4
2.02E+07,3.50E+10,Sandoval,Corrales,0.07,2,42,"4,625",0.0091,4
2.02E+07,3.50E+10,Mora/Guadalupe/San Miguel East,N/A,0.17,3,37,"4,145",0.0089,4
2.02E+07,3.50E+10,Santa Fe,East Foothills + Eldorado,0.06,2,16,"1,821",0.0088,4
2.02E+07,3.51E+10,Sierra/Catron,N/A,0.09,2,20,"2,290",0.0087,4
2.02E+07,3.51E+10,Socorro,N/A,0.28,4,24,"2,798",0.0086,4
2.02E+07,3.50E+10,Otero,Alamogordo S.W.,0.33,5,17,"2,004",0.0085,4
2.02E+07,3.50E+10,San Miguel,Las Vegas,0.33,5,37,"4,351",0.0085,4
2.02E+07,3.50E+10,Bernalillo,Lomas Girard,0.29,4,42,"5,011",0.0084,4
2.02E+07,3.50E+10,San Miguel,Las Vegas,0.41,6,26,"3,093",0.0084,4
2.02E+07,3.50E+10,Bernalillo,Academy Tramway,0.15,3,41,"4,920",0.0083,4
2.02E+07,3.50E+10,Colfax,N/A,0.3,5,26,"3,220",0.0081,4
2.02E+07,3.50E+10,Hidalgo/Grant,N/A,0.23,4,23,"2,874",0.008,4
2.02E+07,3.50E+10,Rio Arriba,North,0.26,4,28,"3,518",0.008,4
2.02E+07,3.50E+10,Bernalillo,Comanche Juan Tabo,0.2,4,25,"3,216",0.0078,4
2.02E+07,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.26,4,24,"3,085",0.0078,4
2.02E+07,3.50E+10,Santa Fe,South,0.15,3,37,"4,714",0.0078,4
2.02E+07,3.50E+10,Colfax/Union,N/A,0.23,4,39,"5,038",0.0077,4
2.02E+07,3.50E+10,Lincoln,N/A,0.23,4,13,"1,688",0.0077,4
2.02E+07,3.50E+10,Santa Fe,Opera Vicinity,0.1,2,28,"3,613",0.0077,4
2.02E+07,3.50E+10,Santa Fe,East Foothills + Eldorado,0.04,1,24,"3,126",0.0077,4
2.02E+07,3.50E+10,Bernalillo,Academy Tramway,0.02,1,48,"6,320",0.0076,4
2.02E+07,3.50E+10,Sandoval,Corrales,0.03,1,32,"4,274",0.0075,4
2.02E+07,3.50E+10,Rio Arriba,North,0.22,4,34,"4,615",0.0074,4
2.02E+07,3.50E+10,Otero,Alamogordo S.W,0.1,3,53,"7,325",0.0072,4
2.02E+07,3.50E+10,Bernalillo,Academy Tramway,0.04,1,17,"2,393",0.0071,4
2.02E+07,3.50E+10,Bernalillo,East Mountain,0.07,2,25,"3,533",0.0071,4
2.02E+07,3.50E+10,Santa Fe,Agua Fria Neighborhood + Downtown,0.09,2,16,"2,331",0.0069,4
2.02E+07,3.50E+10,Rio Arriba,Espanola and Pueblos,0.22,4,46,"6,771",0.0068,4
2.02E+07,3.50E+10,Santa Fe,Opera Vicinity,0.06,2,27,"3,956",0.0068,4
2.02E+07,3.50E+10,Santa Fe,East Foothills + Eldorado,0.07,2,37,"5,434",0.0068,4
2.02E+07,3.50E+10,Bernalillo,East Mountain,0.07,2,16,"2,433",0.0066,4
2.02E+07,3.50E+10,Sandoval,Bernalillo/Placitas,0.13,3,48,"7,350",0.0065,4
2.02E+07,3.50E+10,Santa Fe,South,0.04,1,28,"4,380",0.0064,4
2.02E+07,3.51E+10,Torrance,N/A,0.27,4,14,"2,207",0.0063,4
2.02E+07,3.50E+10,Colfax/Union,N/A,0.19,3,24,"3,889",0.0062,4
2.02E+07,3.51E+10,Taos,Downtown and High Road,0.17,3,48,"7,871",0.0061,4
2.02E+07,3.50E+10,Otero,N/A,0.15,3,19,"3,186",0.006,4
2.02E+07,3.50E+10,Bernalillo,East Mountain,0.04,1,19,"3,216",0.0059,4
2.02E+07,3.50E+10,Otero,N/A,0.17,3,16,"2,735",0.0059,4
2.02E+07,3.50E+10,San Juan,North/Aztec,0.04,1,20,"3,424",0.0058,4
2.02E+07,3.50E+10,San Juan,West,0.4,6,15,"2,625",0.0057,4
2.02E+07,3.50E+10,Bernalillo,East Gateway,0.04,1,15,"2,737",0.0055,4
2.02E+07,3.50E+10,San Miguel,Las Vegas,0.32,5,20,"3,651",0.0055,4
2.02E+07,3.51E+10,Santa Fe,Pueblos Plus,0.19,3,9,"1,671",0.0054,4
2.02E+07,3.50E+10,Bernalillo,Paseo Ventura,0.05,1,15,"2,852",0.0053,4
2.02E+07,3.50E+10,Military Bases,N/A,0.11,3,19,"3,678",0.0052,4
2.02E+07,3.50E+10,San Juan,South,0.11,3,6,"1,143",0.0052,4
2.02E+07,3.50E+10,Los Alamos,N/A,0.05,1,20,"3,994",0.005,4
2.02E+07,3.50E+10,Bernalillo,East Mountain,0.04,1,27,"5,512",0.0049,5
2.02E+07,3.51E+10,Santa Fe,Pueblos Plus,0.14,3,9,"1,843",0.0049,5
2.02E+07,3.50E+10,Hidalgo/Grant,N/A,0.15,3,11,"2,281",0.0048,5
2.02E+07,3.50E+10,Rio Arriba,Espanola and Pueblos,0.27,4,15,"3,216",0.0047,5
2.02E+07,3.50E+10,Los Alamos,N/A,0.11,3,16,"3,481",0.0046,5
2.02E+07,3.50E+10,Los Alamos,N/A,0.06,2,24,"5,323",0.0045,5
2.02E+07,3.50E+10,Los Alamos,N/A,0.02,1,26,"6,011",0.0043,5
2.02E+07,3.50E+10,Hidalgo/Grant,N/A,0.1,2,8,"1,969",0.0041,5
2.02E+07,3.50E+10,Mora/Guadalupe/San Miguel East,N/A,0.19,3,18,"4,505",0.004,5
2.02E+07,3.50E+10,San Juan,South,0.29,4,7,"1,816",0.0039,5
2.02E+07,3.50E+10,Sierra/Catron,N/A,0.23,4,13,"3,518",0.0037,5
2.02E+07,3.50E+10,San Juan,West,0.3,4,10,"2,717",0.0037,5
2.02E+07,3.50E+10,Otero,N/A,0.15,3,8,"2,223",0.0036,5
2.02E+07,3.50E+10,Santa Fe,South,0.1,2,6,"1,824",0.0033,5
2.02E+07,3.50E+10,Military Bases,N/A,0.02,1,5,"1,840",0.0027,5
2.02E+07,3.51E+10,Taos,Northwest,0.38,5,7,"2,922",0.0024,5
2.02E+07,3.50E+10,Santa Fe,Pueblos Plus,0.18,3,2,"1,317",0.0015,5
2.02E+07,3.50E+10,Santa Fe,East Foothills + Eldorado,0.07,2,4,"3,189",0.0013,5
2.02E+07,3.50E+10,Los Alamos County,N/A,N/A,N/A,N/A,N/A,,N/A
20200818,3.50E+10,Los Alamos County,,N/A,N/A,N/A,N/A,N/A,N/A
20200818,3.51E+10,Santa Fe County,State Pen,N/A,N/A,N/A,959,N/A,N/A
20200818,3.50E+10,San Juan,,0.26,4,652,6142,0.1062,1
20200818,3.50E+10,Otero,N/A,0.47,6,1051,10442,0.1007,1
20200818,3.50E+10,San Juan,,0.16,3,300,3636,0.0825,2
20200818,3.50E+10,Mckinley,SW,0.3,5,528,6470,0.0816,2
20200818,3.50E+10,Mckinley,,0.3,4,268,3469,0.0773,2
20200818,3.50E+10,McKinley,NW,0.45,6,395,5879,0.0672,2
20200818,3.50E+10,Cibola,,0.19,3,383,6460,0.0593,2
20200818,3.50E+10,Mckinley,Gallup,0.3,5,300,5248,0.0572,2
20200818,3.50E+10,Rio Arriba,,0.29,4,197,3505,0.0562,2
20200818,3.50E+10,Mckinley,Gallup,0.35,5,358,6533,0.0548,2
20200818,3.50E+10,Mckinley,Other,0.5,6,312,5708,0.0547,2
20200818,3.50E+10,San Juan,,0.22,4,180,3611,0.0498,2
20200818,3.50E+10,Mckinley,SW,0.42,6,103,2188,0.0471,2
20200818,3.50E+10,San Juan,,0.17,3,95,2037,0.0466,2
20200818,3.50E+10,Mckinley,SW,0.42,6,197,4232,0.0466,2
20200818,3.50E+10,Sandoval,Other West,0.3,5,112,2575,0.0435,3
20200818,3.50E+10,Sandoval,,0.24,4,171,4095,0.0418,3
20200818,3.50E+10,Bernalillo,,0.23,4,83,2015,0.0412,3
20200818,3.50E+10,Mckinley,Gallup,0.49,6,128,3164,0.0405,3
20200818,3.50E+10,Sandoval,,0.19,3,119,2977,0.04,3
20200818,3.50E+10,San Juan,,0.16,3,289,7529,0.0384,3
20200818,3.50E+10,Mckinley,NW,0.42,6,225,6153,0.0366,3
20200818,3.50E+10,Cibola,N/A,0.43,6,76,2097,0.0362,3
20200818,3.50E+10,San Juan,,0.29,4,170,4796,0.0354,3
20200818,3.50E+10,Mckinley,,0.15,3,186,5684,0.0327,3
20200818,3.50E+10,San Juan,,0.14,3,102,3197,0.0319,3
20200818,3.50E+10,Mckinley,,0.3,4,102,3245,0.0314,3
20200818,3.50E+10,Hidalgo,"Hidalgo County/Grant County, Other",0.34,5,73,2406,0.0303,3
20200818,3.50E+10,Dona Ana,,0.26,4,179,5914,0.0303,3
20200818,3.50E+10,Dona Ana,,0.29,4,176,6137,0.0287,3
20200818,3.50E+10,San Juan,West,0.41,6,142,4971,0.0286,3
20200818,3.50E+10,Dona Ana,Sunland Park,0.38,5,90,3348,0.0269,3
20200818,3.50E+10,Dona Ana,Sunland Park,0.37,5,155,6092,0.0254,3
20200818,3.50E+10,Bernalillo,Chavez OneEighteenth,0.34,5,28,1160,0.0241,3
20200818,3.50E+10,Luna,N/A,0.35,5,66,2736,0.0241,3
20200818,3.50E+10,Bernalillo,,0.26,4,102,4371,0.0233,3
20200818,3.50E+10,San Juan,,0.06,2,112,4892,0.0229,3
20200818,3.50E+10,Dona Ana,Anthony Berino Chaparral,0.47,6,142,6220,0.0228,3
20200818,3.50E+10,Sandoval,Other East,0.35,5,91,4009,0.0227,3
20200818,3.50E+10,Bernalillo,Comanche Carlysle,0.41,6,106,4670,0.0227,3
20200818,3.50E+10,Dona Ana,Sunland Park,0.45,6,88,3933,0.0224,3
20200818,3.50E+10,Lea,,0.11,3,101,4681,0.0216,3
20200818,3.50E+10,Dona Ana,Anthony Berino Chaparral,0.43,6,85,4127,0.0206,3
20200818,3.50E+10,Bernalillo,,0.18,3,74,3694,0.02,3
20200818,3.50E+10,Bernalillo,,0.19,3,45,2363,0.019,3
20200818,3.51E+10,Socorro,N/A,0.67,6,27,1444,0.0187,3
20200818,3.50E+10,Bernalillo,,0.18,3,105,5653,0.0186,3
20200818,3.50E+10,San Juan,Farmington Southeast,0.34,5,123,6723,0.0183,3
20200818,3.50E+10,San Juan,South,0.36,5,102,5685,0.0179,3
20200818,3.50E+10,Curry,Clovis West,0.31,5,43,2407,0.0179,3
20200818,3.50E+10,Lea,,0.05,2,48,2842,0.0169,3
20200818,3.50E+10,Lea,,0.21,4,52,3085,0.0169,3
20200818,3.50E+10,Lea,,0.08,2,28,1688,0.0166,3
20200818,3.50E+10,Curry,Clovis West,0.27,4,71,4388,0.0162,3
20200818,3.50E+10,Bernalillo,Arenal Unser,0.24,4,121,7566,0.016,3
20200818,3.50E+10,Roosevelt,"Roosevelt County/Curry County, Other",0.44,6,58,3647,0.0159,3
20200818,3.50E+10,Bernalillo,So. Ninetyeight,0.27,4,111,6995,0.0159,3
20200818,3.50E+10,San Juan,Farmington Southeast,0.19,3,53,3350,0.0158,3
20200818,3.51E+10,Valencia,SE,0.36,5,117,7474,0.0157,3
20200818,3.50E+10,Lea,Hobbs So.,0.32,5,67,4316,0.0155,3
20200818,3.50E+10,Lea,,0.1,3,61,3969,0.0154,3
20200818,3.50E+10,San Juan,Farmington Southeast,0.31,5,77,5106,0.0151,3
20200818,3.50E+10,Cibola,N/A,0.38,5,79,5251,0.015,3
20200818,3.50E+10,Bernalillo,Arenal Tapia,0.16,3,60,4109,0.0146,3
20200818,3.50E+10,Bernalillo,Chavez OneEighteenth,0.15,3,91,6270,0.0145,3
20200818,3.50E+10,Bernalillo,Academy Tramway,0.15,3,74,5162,0.0143,3
20200818,3.50E+10,Dona Ana,Anthony Berino Chaparral,0.42,6,96,6743,0.0142,3
20200818,3.50E+10,Bernalillo,Chavez OneEighteenth,0.12,3,101,7112,0.0142,3
20200818,3.50E+10,Santa Fe,Agua Fria Village,0.18,3,86,6110,0.0141,3
20200818,3.50E+10,San Juan,Farmington West/Kirtland/La Plata,0.2,3,74,5260,0.0141,3
20200818,3.50E+10,Bernalillo,Indian School Pennsylvania,0.16,3,51,3647,0.014,3
20200818,3.50E+10,Curry,Clovis West,0.38,5,71,5105,0.0139,3
20200818,3.50E+10,Lea,,0.08,2,36,2591,0.0139,3
20200818,3.50E+10,Dona Ana,Hatch and Surrounding Area,0.41,6,83,5977,0.0139,3
20200818,3.51E+10,Socorro,,0.18,3,23,1660,0.0139,3
20200818,3.50E+10,Dona Ana,South Valley,0.27,4,97,7020,0.0138,3
20200818,3.50E+10,Curry,Clovis East,0.42,6,67,4874,0.0137,3
20200818,3.50E+10,Otero,Other,0.32,5,53,3867,0.0137,3
20200818,3.50E+10,Curry,Clovis West,0.2,4,57,4223,0.0135,3
20200818,3.50E+10,Curry,Clovis East,0.2,4,86,6379,0.0135,3
20200818,3.50E+10,San Juan,Farmington North,0.12,3,30,2232,0.0134,3
20200818,3.50E+10,Bernalillo,Paseo Ventura,0.04,1,48,3606,0.0133,3
20200818,3.50E+10,Lea,Hobbs No.,0.22,4,91,6865,0.0133,3
20200818,3.50E+10,Chaves,Roswell N.W.,0.13,3,36,2723,0.0132,3
20200818,3.50E+10,Bernalillo,So. Ninetyeight,0.24,4,97,7442,0.013,3
20200818,3.50E+10,Mckinley,NW,0.37,5,49,3799,0.0129,3
20200818,3.50E+10,San Juan,Northeast/Bloomfield,0.25,4,58,4530,0.0128,3
20200818,3.50E+10,Lea,Hobbs So.,0.29,4,48,3771,0.0127,3
20200818,3.50E+10,San Juan,Farmington North,0.15,3,65,5128,0.0127,3
20200818,3.50E+10,Dona Ana,University District,0.3,4,45,3551,0.0127,3
20200818,3.50E+10,Bernalillo,Rio Bravo Second,0.35,5,60,4742,0.0127,3
20200818,3.50E+10,Bernalillo,Central Penn,0.47,6,68,5380,0.0126,3
20200818,3.50E+10,Lea,Hobbs So.,0.24,4,48,3812,0.0126,3
