Geometries_ID,County,Area,Percentage_in_Poverty ,Poverty_Category_Code,Number_of_Cases,Population_Size,Percent,Percent_Category 
35001002300,Bernalillo,Central Coors,0.25,4,88,9085,0.0097,3
35049001106,Santa Fe,Bellamah/Stamm,0.24,4,26,2689,0.0097,3
35013001104,Dona Ana,Mesilla Picacho Mesilla Park,0.39,5,49,5084,0.0096,3
35001004715,Bernalillo,Chavez OneEighteenth,0.26,4,52,5409,0.0096,3
35001003733,Bernalillo,Comanche Carlysle,0.47,6,36,3745,0.0096,3
35005001102,Chaves,,0.17,3,37,3864,0.0096,3
35061970405,Valencia,Los Lunas,0.11,3,29,3030,0.0096,3
35001004751,Bernalillo,Irving Unser,0.06,2,26,2734,0.0095,3
35025000600,Lea,Hobbs No.,0.15,3,66,6955,0.0095,3
35013001201,Dona Ana,Sonoma Butterfield Moongate,0.18,3,147,15505,0.0095,3
35025000503,Lea,Hobbs No.,0.08,2,39,4115,0.0095,3
35005001101,Chaves,,0.34,5,58,6136,0.0095,3
35001003712,Bernalillo,Paseo Ventura,0.17,3,48,5084,0.0094,3
35013001304,Dona Ana,Sonoma Butterfield Moongate,0.3,5,76,8124,0.0094,3
35015000700,Eddy,,0.08,2,52,5573,0.0093,3
35001000121,Bernalillo,Indian School Pennsylvania,0.16,3,53,5721,0.0093,3
35001004001,Bernalillo,Rio Bravo Second,0.27,4,47,5085,0.0092,3
35045000613,San Juan,North/Aztec,0.11,3,37,4074,0.0091,3
35001004602,Bernalillo,Isleta Gun Club,0.18,3,40,4457,0.009,3
35001000713,Bernalillo,Central Tabo,0.36,5,55,6162,0.0089,3
35005001001,Chaves,Roswell N.W.,0.08,2,42,4710,0.0089,3
35023970000,Hidalgo County/Grant County,,0.21,4,17,1909,0.0089,3
35001004300,Bernalillo,Arenal Tapia,0.34,5,46,5190,0.0089,3
35001004501,Bernalillo,Arenal Tapia,0.29,4,32,3619,0.0088,3
35001003600,Bernalillo,Alameda Edith,0.11,3,54,6206,0.0087,3
35013001600,Dona Ana,South Valley,0.17,3,26,2993,0.0087,3
35013001306,Dona Ana,Dona Ana Fort Selden,0.17,3,89,10372,0.0086,3
35013001303,Dona Ana,Dona Ana Fort Selden,0.24,4,63,7347,0.0086,3
35029000100,Luna,N/A,0.32,5,45,5255,0.0086,3
35049001302,Santa Fe,Airport Road,0.17,3,26,3038,0.0086,3
35001004744,Bernalillo,No. Ninetyeight,0.06,2,45,5270,0.0085,3
35009000602,Roosevelt County/Curry County,,0.06,2,38,4477,0.0085,3
35027960600,Lincoln,,0.12,3,51,6049,0.0084,3
35029000500,Luna,N/A,0.35,5,36,4273,0.0084,3
35037958900,Quay/DeBaca/Harding,,0.11,3,23,2749,0.0084,3
35013001703,Dona Ana,South Valley,0.24,4,26,3117,0.0083,3
35049010314,Santa Fe,Bellamah/Stamm,0.1,3,14,1690,0.0083,3
35001004604,Bernalillo,Isleta Gun Club,0.21,4,47,5679,0.0083,3
35001004502,Bernalillo,Arenal Tapia,0.33,5,30,3628,0.0083,3
35025000800,Lea,,0.19,3,29,3525,0.0082,3
35001004753,Bernalillo,Irving Unser,0.07,2,30,3654,0.0082,3
35001000714,Bernalillo,Central Tabo,0.08,2,39,4784,0.0082,3
35001000110,Bernalillo,Comanche Juan Tabo,0.23,4,29,3601,0.0081,3
35013001702,Dona Ana,South Valley,0.21,4,14,1747,0.008,3
35013001203,Dona Ana,Las Alturas Talavera,0.28,4,36,4516,0.008,3
35015000800,Eddy,,0.16,3,19,2400,0.0079,3
35043940900,Sandoval,Other West,0.68,6,23,2921,0.0079,3
35015000600,Eddy,Carlsbad,0.12,3,46,5854,0.0079,3
35001003715,Bernalillo,Paseo Ventura,0.04,1,33,4244,0.0078,3
35013000900,Dona Ana,University District,0.5,6,56,7212,0.0078,3
35001003501,Bernalillo,Alameda Edith,0.13,3,44,5669,0.0078,3
35001001400,Bernalillo,Lomas Broadway,0.35,5,25,3223,0.0078,3
35013000103,Dona Ana,Northwest Las Cruces,0.38,5,39,5050,0.0077,3
35001003728,Bernalillo,Academy Tramway,0.13,3,35,4549,0.0077,3
35009000304,Curry,Clovis East,0.06,2,50,6499,0.0077,3
35059950200,Colfax/Union,,0.14,3,32,4163,0.0077,3
35001002401,Bernalillo,Central Coors,0.15,3,41,5341,0.0077,3
35006974400,Cibola,,0.22,4,25,3269,0.0076,3
35031973100,McKinley,,0.13,3,8,1049,0.0076,3
35049001103,Santa Fe,Bellamah/Stamm,0.19,3,15,1967,0.0076,3
35001001900,Bernalillo,Lomas Girard,0.12,3,8,1052,0.0076,3
35041000300,Roosevelt/Curry,,0.15,3,32,4217,0.0076,3
35001000205,Bernalillo,Comanche Carlysle,0.22,4,25,3302,0.0076,3
35043940500,Sandoval,Bernalillo/Placitas,0.24,4,36,4766,0.0076,3
35019961600,Mora/Guadalupe/San Miguel East,,0.15,3,33,4381,0.0075,3
35013000700,Dona Ana,University District,0.35,5,48,6390,0.0075,3
35005001200,Chaves,,0.26,4,12,1604,0.0075,3
35001003707,Bernalillo,Montgomery Louisiana,0.13,3,38,5087,0.0075,3
35001002500,Bernalillo,Lomas Broadway,0.36,5,18,2419,0.0074,3
35001000108,Bernalillo,Comanche Juan Tabo,0.07,2,20,2694,0.0074,3
35001003717,Bernalillo,Montgomery Moon,0.11,3,40,5415,0.0074,3
35005000201,Chaves,Roswell N.W.,0.22,4,28,3791,0.0074,3
35001001500,Bernalillo,Lomas Broadway,0.23,4,20,2708,0.0074,3
35013000401,Dona Ana,Central Las Cruces,0.31,5,23,3126,0.0074,3
35001000207,Bernalillo,Indian School Pennsylvania,0.14,3,25,3407,0.0073,3
35001004749,Bernalillo,No. Ninetyeight,0.3,5,32,4410,0.0073,3
35043010717,Sandoval,"Rio Rancho Blvd, No.",0.1,2,72,9986,0.0072,3
35061940300,Valencia,NE,0.26,4,6,834,0.0072,3
35049001002,Santa Fe,Agua Fria Neighborhood + Downtown,0.23,4,26,3637,0.0071,3
35001003201,Bernalillo,Candelaria Second,0.19,3,21,2941,0.0071,3
35043010503,Sandoval,Bernalillo/Placitas,0.15,3,27,3785,0.0071,3
35015001000,Eddy,,0.24,4,50,7039,0.0071,3
35045000612,San Juan,North/Aztec,0.11,3,14,1974,0.0071,3
35045000609,San Juan,North/Aztec,0.16,3,9,1274,0.0071,3
35005000700,Chaves,Roswell S.E.,0.18,3,31,4392,0.0071,3
35005000202,Chaves,Roswell S.E.,0.21,4,27,3838,0.007,3
35001000601,Bernalillo,Indian School Pennsylvania,0.17,3,27,3857,0.007,3
35001003722,Bernalillo,Paseo Louisiana,0.12,3,45,6485,0.0069,3
35001002900,Bernalillo,Candelaria Second,0.2,4,28,4038,0.0069,3
35043010722,Sandoval,Rio Rancho West,0.12,3,39,5639,0.0069,3
35061971300,Valencia,West and Belen,0.23,4,14,2026,0.0069,3
35001004745,Bernalillo,Alameda Coors,0.07,2,46,6663,0.0069,3
35001004750,Bernalillo,No. Ninetyeight,0.07,2,46,6736,0.0068,3
35013000402,Dona Ana,Central Las Cruces,0.28,4,40,5871,0.0068,3
35001940700,Bernalillo,Southwest,0.27,4,17,2531,0.0067,3
35001004742,Bernalillo,No. Ninetyeight,0.13,3,43,6425,0.0067,3
35001000903,Bernalillo,Central Penn,0.44,6,41,6165,0.0067,3
35001003735,Bernalillo,Alameda Edith,0.06,2,43,6494,0.0066,3
35045000900,San Juan,South,0.09,2,13,1973,0.0066,3
35001000120,Bernalillo,Montgomery Moon,0.26,4,18,2737,0.0066,3
35045000610,San Juan,North/Aztec,0.22,4,29,4412,0.0066,3
35001003714,Bernalillo,Montgomery Louisiana,0.22,4,47,7176,0.0065,3
35001000300,Bernalillo,Lomas Girard,0.18,3,39,6006,0.0065,3
35005001400,Chaves,,0.16,3,18,2787,0.0065,3
35001000117,Bernalillo,Montgomery Moon,0.16,3,15,2334,0.0064,3
35015001100,Eddy,,0.21,4,45,7064,0.0064,3
35013000102,Dona Ana,Northwest Las Cruces,0.22,4,26,4082,0.0064,3
35001000704,Bernalillo,Central Tabo,0.17,3,24,3769,0.0064,3
35013001307,Dona Ana,Dona Ana Fort Selden,0.16,3,42,6610,0.0064,3
35043010712,Sandoval,Rio Rancho So.,0.14,3,36,5670,0.0063,3
35001000204,Bernalillo,Comanche Carlysle,0.11,3,21,3314,0.0063,3
35005001300,Chaves,,0.18,3,19,2999,0.0063,3
35045000201,San Juan,Farmington North,0.08,2,27,4272,0.0063,3
35013000300,Dona Ana,Central Las Cruces,0.2,4,24,3802,0.0063,3
35001004727,Bernalillo,Montano Coors,0.09,2,12,1930,0.0062,3
35001004723,Bernalillo,Del Norte,0.03,1,46,7416,0.0062,3
35061970404,Valencia,Los Lunas,0.17,3,30,4842,0.0062,3
35049940900,Santa Fe,Pueblos Plus,0.33,5,20,3237,0.0062,3
35001003502,Bernalillo,Montano Rio Grande,0.09,2,32,5244,0.0061,3
35001003732,Bernalillo,Paseo Ventura,0.03,1,45,7389,0.0061,3
35061971400,Valencia,Los Lunas,0.12,3,20,3286,0.0061,3
35005000300,Chaves,Roswell N.W.,0.24,4,39,6422,0.0061,3
35001000111,Bernalillo,Comanche Juan Tabo,0.05,1,17,2823,0.006,3
35013001205,Dona Ana,Las Alturas Talavera,0.13,3,27,4510,0.006,3
35001004729,Bernalillo,Montano Coors,0.18,3,22,3684,0.006,3
35001004746,Bernalillo,Alameda Coors,0.14,3,45,7592,0.0059,3
35057963202,Torrance,,0.23,4,18,3047,0.0059,3
35013000600,Dona Ana,Central Las Cruces,0.4,5,17,2880,0.0059,3
35015000200,Eddy,Carlsbad,0.09,2,28,4772,0.0059,3
35049001107,Santa Fe,Bellamah/Stamm,0.07,2,31,5303,0.0058,3
35043010718,Sandoval,"Rio Rancho Blvd, No.",0.08,2,31,5442,0.0057,3
35001000206,Bernalillo,Montgomery Louisiana,0.08,2,17,2994,0.0057,3
35001000801,Military Bases,,0.04,1,23,4125,0.0056,3
